IPM1S05 0
IPM1S05 0
IPM1S07 0
IPM1S07 0
IPM1S08 0
IPM1S09 0
IPM1S10 0
IPM1E01 0
IPM1E02 0
IPM1E03 0
IPM1A01 0
IPM1A03 0
IPM1A03 0
IPM1A04 0
IPM1A05 0
IPM1A06 0
IPM1A07 0
IPM1A08 0
IPM1A09 0
IPM1A10 0
IPM1A13 0
IPM1A14 0
IPM1A16 0
IPM1A16 0
IPM1A18 0
IPM1A18 0
IPM1A19 0
IPM1A21 0
IPM1A23 0
IPM1A24 0
IPM1A26 0
IPM1A26 0
IPM1A28 0
IPM1A28 0
IPM1A29 0
IPM1A31 -0.0401384
IPM1A33 -0.259398
IPM1A34 -0.441634
IPM1A36 -0.503506
IPM1A36 -0.503506
IPM1A38 -0.387989
IPM1A38 -0.387989
IPM1A39 -0.0726287
IPM1R01 -0.222836
IPM1R01 -0.222836
IPM1R02 -1.42269
IPM1R03 -2.7776
IPM1R04 -1.80312
IPM1R06 -1.69005
IPM1R06 -1.69005
IPM1R08 -0.680004
IPM1R08 -0.680004
IPM1R09 -0.215087
IPM1R10 0.0029298
IPM1R10A -0.0754778
